"","year","quarter","industry1","industry2","industry3","total_employment","employment_change","job_vacancy_rate","recruitment_rate","resignation_rate","retrench_rate","emp_ch_rate","Year"
"1280",2020,3,"services","professional services","other professional services",58300,0,2.3,1.3,0.8,60,0,"2020 Q3"
"1281",2020,3,"services","transportation and storage","other transportation and storage services",72700,100,1.9,1.7,1.6,160,0.137551581843191,"2020 Q3"
"1282",2020,3,"manufacturing","manufacturing","paper / rubber / plastic products and printing",26700,-900,2.6,1.4,1.6,160,-3.37078651685393,"2020 Q3"
"1283",2020,3,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",60300,-2200,1.2,1,0.8,70,-3.64842454394693,"2020 Q3"
"1284",2020,3,"services","education, health and social services","public administration and education",258800,6300,3.7,1.3,0.6,40,2.43431221020093,"2020 Q3"
"1285",2020,3,"services","wholesale and retail trade","retail trade",151100,300,3.2,2.8,2.6,350,0.198544010589014,"2020 Q3"
"1286",2020,3,"services","administrative and support services","security and investigation",49500,0,4.7,3.9,2.8,0,0,"2020 Q3"
"1287",2020,3,"services","information and communications","telecommunications, broadcasting and publishing",39900,300,2.3,0.9,0.9,160,0.75187969924812,"2020 Q3"
"1288",2020,3,"manufacturing","manufacturing","transport equipment",88000,-3400,0.6,0.3,1,880,-3.86363636363636,"2020 Q3"
"1289",2020,3,"services","transportation and storage","water transport and supporting services",43300,-500,1.3,0.7,0.7,50,-1.15473441108545,"2020 Q3"
"1290",2020,3,"services","wholesale and retail trade","wholesale trade",309100,-1700,2,1.4,1.4,1030,-0.549983824005176,"2020 Q3"
"1291",2020,4,"services","accommodation and food services","accommodation",27000,-200,2.6,1.2,2.1,110,-0.740740740740741,"2020 Q4"
"1292",2020,4,"services","transportation and storage","air transport and supporting services",26600,-2200,0.5,0.1,0.8,1530,-8.27067669172932,"2020 Q4"
"1293",2020,4,"services","professional services","architectural and engineering services",61000,-500,1.8,1.1,1.4,190,-0.819672131147541,"2020 Q4"
"1294",2020,4,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",42700,-200,2.4,1,1.2,40,-0.468384074941452,"2020 Q4"
"1295",2020,4,"services","administrative and support services","cleaning and landscaping",77400,400,2.1,3.4,3,10,0.516795865633075,"2020 Q4"
"1296",2020,4,"construction","construction","construction",405000,-15600,1.9,0.9,1.6,70,-3.85185185185185,"2020 Q4"
"1297",2020,4,"manufacturing","manufacturing","electronic, computer and optical products",83400,-1600,2,0.9,1,220,-1.91846522781775,"2020 Q4"
"1298",2020,4,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",89600,-1300,1.5,1.2,1.4,350,-1.45089285714286,"2020 Q4"
"1299",2020,4,"services","financial and insurance services","financial services",161600,-200,2.6,1.1,0.8,330,-0.123762376237624,"2020 Q4"
"1300",2020,4,"services","accommodation and food services","food and beverage services",215000,10100,3.6,4.3,3.3,40,4.69767441860465,"2020 Q4"
"1301",2020,4,"manufacturing","manufacturing","food, beverages and tobacco",49100,300,3.3,2.7,2.5,10,0.610997963340122,"2020 Q4"
"1302",2020,4,"services","education, health and social services","health and social services",175600,2300,4.2,1.4,1,10,1.30979498861048,"2020 Q4"
"1303",2020,4,"services","financial and insurance services","insurance services",41800,200,2,1.5,1.1,70,0.478468899521531,"2020 Q4"
"1304",2020,4,"services","information and communications","it and other information services",111900,1300,6.6,2.4,2,90,1.16175156389634,"2020 Q4"
"1305",2020,4,"services","transportation and storage","land transport and supporting services",109900,100,1,0.9,0.9,30,0.0909918107370337,"2020 Q4"
"1306",2020,4,"services","professional services","legal, accounting and management services",136200,0,2.7,1.6,1.3,320,0,"2020 Q4"
"1307",2020,4,"services","administrative and support services","other administrative and support services",116600,-1400,2.4,3.4,2.1,330,-1.20068610634648,"2020 Q4"
"1308",2020,4,"services","art, entertainment, recreation and other services","other community, social and personal services",356000,2400,2.4,1.7,1.4,70,0.674157303370786,"2020 Q4"
"1309",2020,4,"manufacturing","manufacturing","other manufacturing industries",57500,-500,2.7,1.2,1.3,200,-0.869565217391304,"2020 Q4"
"1310",2020,4,"services","professional services","other professional services",58700,400,2.7,1.4,1.2,30,0.681431005110733,"2020 Q4"
"1311",2020,4,"services","transportation and storage","other transportation and storage services",73600,900,2.2,1.7,1.5,80,1.22282608695652,"2020 Q4"
"1312",2020,4,"manufacturing","manufacturing","paper / rubber / plastic products and printing",26200,-500,2.7,2.1,2.3,30,-1.90839694656489,"2020 Q4"
"1313",2020,4,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",58900,-1500,1.5,0.9,0.7,30,-2.54668930390492,"2020 Q4"
"1314",2020,4,"services","education, health and social services","public administration and education",262700,3900,3.8,1,0.5,30,1.48458317472402,"2020 Q4"
"1315",2020,4,"services","wholesale and retail trade","retail trade",154100,3000,3.1,3,2.3,210,1.94678780012979,"2020 Q4"
"1316",2020,4,"services","administrative and support services","security and investigation",48600,-900,3.4,3.6,3.4,0,-1.85185185185185,"2020 Q4"
"1317",2020,4,"services","information and communications","telecommunications, broadcasting and publishing",39900,0,2.5,1.3,1.2,170,0,"2020 Q4"
"1318",2020,4,"manufacturing","manufacturing","transport equipment",82300,-5700,0.8,0.5,1.4,160,-6.92588092345079,"2020 Q4"
"1319",2020,4,"services","transportation and storage","water transport and supporting services",43400,100,2,1.3,0.8,90,0.230414746543779,"2020 Q4"
"1320",2020,4,"services","wholesale and retail trade","wholesale trade",308700,-400,2,1.6,1.2,780,-0.129575639779721,"2020 Q4"
"1321",2021,1,"services","accommodation and food services","accommodation",25700,-1400,4.8,1.8,3.1,10,-5.44747081712062,"2021 Q1"
"1322",2021,1,"services","transportation and storage","air transport and supporting services",25200,-1400,0.4,1,1.1,130,-5.55555555555556,"2021 Q1"
"1323",2021,1,"services","professional services","architectural and engineering services",60900,0,2.8,1.6,1.5,50,0,"2021 Q1"
"1324",2021,1,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",42800,-200,3.2,1.4,1.6,20,-0.467289719626168,"2021 Q1"
"1325",2021,1,"services","administrative and support services","cleaning and landscaping",77400,0,1.7,3.2,3.2,0,0,"2021 Q1"
"1326",2021,1,"construction","construction","construction",405600,600,2.6,1.4,1.3,20,0.14792899408284,"2021 Q1"
"1327",2021,1,"manufacturing","manufacturing","electronic, computer and optical products",81500,-1800,2.7,1.2,1.3,60,-2.20858895705521,"2021 Q1"
"1328",2021,1,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",89200,-400,3.2,1.4,1.6,50,-0.448430493273543,"2021 Q1"
"1329",2021,1,"services","financial and insurance services","financial services",162600,700,3.9,1.3,0.9,310,0.43050430504305,"2021 Q1"
"1330",2021,1,"services","accommodation and food services","food and beverage services",217500,2900,4.4,3.9,3.6,0,1.33333333333333,"2021 Q1"
"1331",2021,1,"manufacturing","manufacturing","food, beverages and tobacco",49400,400,2.5,2.7,2.8,10,0.809716599190283,"2021 Q1"
"1332",2021,1,"services","education, health and social services","health and social services",178700,3100,4.1,1.6,1.3,0,1.73475097929491,"2021 Q1"
"1333",2021,1,"services","financial and insurance services","insurance services",42100,300,2.7,1.7,1.1,30,0.712589073634204,"2021 Q1"
"1334",2021,1,"services","information and communications","it and other information services",114600,2600,7.7,3,2,190,2.26876090750436,"2021 Q1"
"1335",2021,1,"services","transportation and storage","land transport and supporting services",109900,0,1.7,1,1,0,0,"2021 Q1"
"1336",2021,1,"services","professional services","legal, accounting and management services",136900,400,3.4,2,1.7,210,0.29218407596786,"2021 Q1"
"1337",2021,1,"services","administrative and support services","other administrative and support services",118700,2100,2.6,3.6,2.4,130,1.76916596461668,"2021 Q1"
"1338",2021,1,"services","art, entertainment, recreation and other services","other community, social and personal services",359900,4000,2.6,2.1,1.5,20,1.11141983884412,"2021 Q1"
"1339",2021,1,"manufacturing","manufacturing","other manufacturing industries",57300,-100,3.8,1.5,1.5,20,-0.174520069808028,"2021 Q1"
"1340",2021,1,"services","professional services","other professional services",59500,700,4.2,2.4,1.7,40,1.17647058823529,"2021 Q1"
"1341",2021,1,"services","transportation and storage","other transportation and storage services",74700,1100,3.3,2.3,1.8,30,1.47255689424364,"2021 Q1"
"1342",2021,1,"manufacturing","manufacturing","paper / rubber / plastic products and printing",25900,-200,4.3,1.9,1.8,0,-0.772200772200772,"2021 Q1"
"1343",2021,1,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",60000,1100,1.7,1.4,0.8,120,1.83333333333333,"2021 Q1"
"1344",2021,1,"services","education, health and social services","public administration and education",265300,2600,4.2,1.1,0.9,10,0.980022615906521,"2021 Q1"
"1345",2021,1,"services","wholesale and retail trade","retail trade",153900,-200,3.2,2.9,3,80,-0.129954515919428,"2021 Q1"
"1346",2021,1,"services","administrative and support services","security and investigation",48400,-200,4.1,3.5,3.7,10,-0.413223140495868,"2021 Q1"
"1347",2021,1,"services","information and communications","telecommunications, broadcasting and publishing",40200,400,3.7,2.1,1.3,110,0.995024875621891,"2021 Q1"
"1348",2021,1,"manufacturing","manufacturing","transport equipment",79400,-2800,2.2,0.5,1,40,-3.5264483627204,"2021 Q1"
"1349",2021,1,"services","transportation and storage","water transport and supporting services",43800,400,3.8,1.8,0.9,30,0.91324200913242,"2021 Q1"
"1350",2021,1,"services","wholesale and retail trade","wholesale trade",308100,-500,2.7,1.6,1.4,490,-0.162284972411555,"2021 Q1"
"1351",2021,2,"services","accommodation and food services","accommodation",25000,-900,5.5,2.6,3.3,20,-3.6,"2021 Q2"
"1352",2021,2,"services","transportation and storage","air transport and supporting services",24900,-400,2.6,0.8,1,40,-1.60642570281124,"2021 Q2"
"1353",2021,2,"services","professional services","architectural and engineering services",61800,200,5.2,2,1.5,80,0.323624595469256,"2021 Q2"
"1354",2021,2,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",39300,-1400,3.6,1.3,1.7,40,-3.56234096692112,"2021 Q2"
"1355",2021,2,"services","administrative and support services","cleaning and landscaping",77100,-1200,3.7,3.8,3.4,10,-1.55642023346304,"2021 Q2"
"1356",2021,2,"construction","construction","construction",399300,-5100,4.7,1.5,1.4,90,-1.27723516153268,"2021 Q2"
"1357",2021,2,"manufacturing","manufacturing","electronic, computer and optical products",79600,-1600,5.5,1.7,1.7,430,-2.01005025125628,"2021 Q2"
"1358",2021,2,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",89500,200,5.7,2.1,1.6,30,0.223463687150838,"2021 Q2"
"1359",2021,2,"services","financial and insurance services","financial services",163200,400,5.2,1.6,1.3,310,0.245098039215686,"2021 Q2"
"1360",2021,2,"services","accommodation and food services","food and beverage services",217000,-5700,5,3.4,3.4,30,-2.62672811059908,"2021 Q2"
"1361",2021,2,"manufacturing","manufacturing","food, beverages and tobacco",50500,0,4.8,3.4,2.9,10,0,"2021 Q2"
"1362",2021,2,"services","education, health and social services","health and social services",184400,4200,4.7,1.9,1.2,0,2.27765726681128,"2021 Q2"
"1363",2021,2,"services","financial and insurance services","insurance services",42400,200,2.9,2.3,1.6,20,0.471698113207547,"2021 Q2"
"1364",2021,2,"services","information and communications","it and other information services",119900,3600,11.6,3.4,2.2,80,3.00250208507089,"2021 Q2"
"1365",2021,2,"services","transportation and storage","land transport and supporting services",109200,-400,3.5,1.1,1.3,40,-0.366300366300366,"2021 Q2"
"1366",2021,2,"services","professional services","legal, accounting and management services",134300,800,5.5,2.1,1.8,180,0.595681310498883,"2021 Q2"
"1367",2021,2,"services","administrative and support services","other administrative and support services",114400,-1000,5.5,3.6,2.7,110,-0.874125874125874,"2021 Q2"
"1368",2021,2,"services","art, entertainment, recreation and other services","other community, social and personal services",356900,-3300,3.2,2.6,1.9,10,-0.924628747548333,"2021 Q2"
"1369",2021,2,"manufacturing","manufacturing","other manufacturing industries",59000,0,4.5,2,1.6,10,0,"2021 Q2"
"1370",2021,2,"services","professional services","other professional services",59900,1000,3.9,2.5,1.8,20,1.669449081803,"2021 Q2"
"1371",2021,2,"services","transportation and storage","other transportation and storage services",76300,500,4.2,2.6,2.2,30,0.655307994757536,"2021 Q2"
"1372",2021,2,"manufacturing","manufacturing","paper / rubber / plastic products and printing",26000,-400,7.6,3.4,2,50,-1.53846153846154,"2021 Q2"
"1373",2021,2,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",59900,0,3.3,1.3,1.2,210,0,"2021 Q2"
"1374",2021,2,"services","education, health and social services","public administration and education",263200,-1000,5,1.1,0.8,30,-0.379939209726444,"2021 Q2"
"1375",2021,2,"services","wholesale and retail trade","retail trade",153700,-2600,5.1,2.9,2.8,40,-1.69160702667534,"2021 Q2"
"1376",2021,2,"services","administrative and support services","security and investigation",48600,200,5.4,5.2,3.8,0,0.411522633744856,"2021 Q2"
"1377",2021,2,"services","information and communications","telecommunications, broadcasting and publishing",40500,200,4.7,1.5,1.3,100,0.493827160493827,"2021 Q2"
"1378",2021,2,"manufacturing","manufacturing","transport equipment",78100,-2600,4.4,1.1,1.2,20,-3.32906530089629,"2021 Q2"
"1379",2021,2,"services","transportation and storage","water transport and supporting services",43300,0,3.2,1.6,1.2,20,0,"2021 Q2"
