"","industry","occupation","jobtitle","company","jobspec","careerlevel","salary","qualifications","jobtype","experience","joblink"
"361","Transportation And Storage","Sales Manager","Senior / Sales Engineer (Electrical Products / Energy Related)","Tüv Süd Psb Pte Ltd","Transportation And Storage","Manager","SGD 4,500 , SGD 6,000","Not Specified","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/senior-sales-engineer-electrical-products-energy-related-8899681?jobId=jobstreet-sg-job-8899681&sectionRank=37&token=0~98e11354-becb-4cf9-b717-d63faa1b4203&fr=SRP%20Job%20Listing"
"362","Transportation And Storage","Sales Manager","Pre Sales Consultant","Tech Data Distribution (Singapore) Pte Ltd","Transportation And Storage","Junior Executive","SGD 4,000 , SGD 5,500","Not Specified","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/pre-sales-consultant-8876672?jobId=jobstreet-sg-job-8876672&sectionRank=66&token=0~7ab99a7d-1d4a-4750-ab94-3ac536f4923f&fr=SRP%20Job%20Listing"
"363","Transportation And Storage","Marketing Manager","Senior / Sales Engineer (Electrical Products / Energy Related)","Tüv Süd Psb Pte Ltd","Transportation And Storage","Manager","SGD 4,500 , SGD 6,000","Not Specified","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/senior-sales-engineer-electrical-products-energy-related-8899681?jobId=jobstreet-sg-job-8899681&sectionRank=38&token=0~945741f3-99b3-4bf9-a2b6-cb3916af52c5&fr=SRP%20Job%20Listing"
"364","Wholesale And Retail Trade","Regional Sales Manager","Sales Manager (Regional &Amp; International) Market","Trd Consultancy Pte Ltd","Wholesale And Retail Trade","Manager","SGD 4,500 , SGD 6,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","Full-Time","4 years","https://www.jobstreet.com.sg//en/job/sales-manager-regional-international-market-8959559?jobId=jobstreet-sg-job-8959559&sectionRank=8&token=0~ce86e46e-19d8-4f5f-b80b-a76bcd94f98e&fr=SRP%20Job%20Listing"
"365","Wholesale And Retail Trade","Regional Sales Manager","Sales Manager","Company Confidential","Wholesale And Retail Trade","Manager","SGD 4,000 , SGD 5,600","Higher Secondary/Pre-U/'A' Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/sales-manager-8946123?jobId=jobstreet-sg-job-8946123&sectionRank=15&token=0~ce86e46e-19d8-4f5f-b80b-a76bcd94f98e&fr=SRP%20Job%20Listing"
"366","Wholesale And Retail Trade","Regional Sales Manager","Key Account Manager - Otc","Unison Collaborative","Wholesale And Retail Trade","Manager","SGD 5,000 , SGD 7,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/key-account-manager-otc-8992105?jobId=jobstreet-sg-job-8992105&sectionRank=25&token=0~ce86e46e-19d8-4f5f-b80b-a76bcd94f98e&fr=SRP%20Job%20Listing"
"367","Wholesale And Retail Trade","Regional Sales Manager","Regional Sales Account Executive","Fusion Trade Pte Ltd","Wholesale And Retail Trade","Junior Executive","SGD 3,400 , SGD 5,500","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/regional-sales-account-executive-8932021?jobId=jobstreet-sg-job-8932021&sectionRank=34&token=0~540ba6d0-c917-4cfd-bb62-8806ebda6bc0&fr=SRP%20Job%20Listing"
"368","Wholesale And Retail Trade","Regional Sales Manager","Head Of Asia Pacific Business Development","Tes-Amm (S) Pte Ltd","Wholesale And Retail Trade","Senior Manager","SGD 10,000 , SGD 18,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/head-of-asia-pacific-business-development-8908024?jobId=jobstreet-sg-job-8908024&sectionRank=62&token=0~e9b25916-4e27-49b8-8c93-0091c2c6e575&fr=SRP%20Job%20Listing"
"369","Wholesale And Retail Trade","Merchandising/Category Manager","Brand Manager- $6.2k Basic Plus Incentives","Corlison Pte Ltd","Wholesale And Retail Trade","Manager","SGD 6,000 , SGD 6,200","Not Specified","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/brand-manager-%246-2k-basic-plus-incentives-8935514?jobId=jobstreet-sg-job-8935514&sectionRank=28&token=0~0d4cc609-45ff-490c-a25f-64375fb2bf7f&fr=SRP%20Job%20Listing"
"370","Wholesale And Retail Trade","Merchandising/Category Manager","Marketing &Amp; Sales Executive (Fmcg)","Win Win Food Singapore Pte Ltd","Wholesale And Retail Trade","Junior Executive","SGD 2,200 , SGD 3,200","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/marketing-sales-executive-fmcg-8912453?jobId=jobstreet-sg-job-8912453&sectionRank=34&token=0~e9672b81-2902-4ca1-8cf4-381fe3875ffb&fr=SRP%20Job%20Listing"
"371","Wholesale And Retail Trade","Merchandising/Category Manager","Assistant Operations Manager","F&N Foods Pte Ltd","Wholesale And Retail Trade","Junior Executive","SGD 4,000 , SGD 5,600","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/assistant-operations-manager-8910775?jobId=jobstreet-sg-job-8910775&sectionRank=40&token=0~e9672b81-2902-4ca1-8cf4-381fe3875ffb&fr=SRP%20Job%20Listing"
"372","Wholesale And Retail Trade","Merchandising/Category Manager","Key Account Executive","Sheng Sheng F&B Industries Pte Ltd (Ice Cool)","Wholesale And Retail Trade","Senior Executive","SGD 2,500 , SGD 3,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/key-account-executive-8827105?jobId=jobstreet-sg-job-8827105&sectionRank=59&token=0~e9672b81-2902-4ca1-8cf4-381fe3875ffb&fr=SRP%20Job%20Listing"
"373","Wholesale And Retail Trade","Marketing Manager","Trade Marketing Manager","Terroir & Spice Pte Ltd","Wholesale And Retail Trade","Manager","SGD 4,000 , SGD 4,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","4 years","https://www.jobstreet.com.sg//en/job/trade-marketing-manager-8971814?jobId=jobstreet-sg-job-8971814&sectionRank=1&token=0~f5322e49-731f-4367-a5a4-ea365469ce44&fr=SRP%20Job%20Listing"
"374","Wholesale And Retail Trade","Marketing Manager","Brand Manager- $6.2k Basic Plus Incentives","Corlison Pte Ltd","Wholesale And Retail Trade","Manager","SGD 6,000 , SGD 6,200","Not Specified","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/brand-manager-%246-2k-basic-plus-incentives-8935514?jobId=jobstreet-sg-job-8935514&sectionRank=7&token=0~f5322e49-731f-4367-a5a4-ea365469ce44&fr=SRP%20Job%20Listing"
"375","Wholesale And Retail Trade","Marketing Manager","Trade And Ecommerce Marketing Manager (Fmcg)","Bhavna Pte Ltd","Wholesale And Retail Trade","Manager","SGD 5,000 , SGD 6,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/trade-and-ecommerce-marketing-manager-fmcg-8925018?jobId=jobstreet-sg-job-8925018&sectionRank=9&token=0~f5322e49-731f-4367-a5a4-ea365469ce44&fr=SRP%20Job%20Listing"
"376","Wholesale And Retail Trade","Marketing Manager","Assistant Trade Marketing Manager","Culina Pte Ltd","Wholesale And Retail Trade","Manager","SGD 4,000 , SGD 5,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/assistant-trade-marketing-manager-8905413?jobId=jobstreet-sg-job-8905413&sectionRank=12&token=0~f5322e49-731f-4367-a5a4-ea365469ce44&fr=SRP%20Job%20Listing"
"377","Wholesale And Retail Trade","Marketing Manager","Assistant Operations Manager","F&N Foods Pte Ltd","Wholesale And Retail Trade","Junior Executive","SGD 4,000 , SGD 5,600","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/assistant-operations-manager-8910775?jobId=jobstreet-sg-job-8910775&sectionRank=19&token=0~f5322e49-731f-4367-a5a4-ea365469ce44&fr=SRP%20Job%20Listing"
"378","Wholesale And Retail Trade","Marketing Manager","Marketing Manager","Far Ocean Sea Products (Private) Limited","Wholesale And Retail Trade","Manager","SGD 4,500 , SGD 6,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/marketing-manager-8947463?jobId=jobstreet-sg-job-8947463&sectionRank=41&token=0~5a79e6fb-d364-434c-a003-49268b524ef3&fr=SRP%20Job%20Listing"
"379","Wholesale And Retail Trade","Marketing Manager","Marketing Manager","Company Confidential","Wholesale And Retail Trade","Manager","SGD 5,000 , SGD 8,000","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/marketing-manager-8919470?jobId=jobstreet-sg-job-8919470&sectionRank=51&token=0~5a79e6fb-d364-434c-a003-49268b524ef3&fr=SRP%20Job%20Listing"
"380","Wholesale And Retail Trade","Marketing Manager","Sales Manager (Regional &Amp; International) Market","Trd Consultancy Pte Ltd","Wholesale And Retail Trade","Manager","SGD 4,500 , SGD 6,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","Full-Time","4 years","https://www.jobstreet.com.sg//en/job/sales-manager-regional-international-market-8959559?jobId=jobstreet-sg-job-8959559&sectionRank=97&token=0~84db9d2b-f9c0-409a-936a-6ac39f8b052f&fr=SRP%20Job%20Listing"
"381","Wholesale And Retail Trade","Managing Director/Chief Executive Officer","Director / Senior Director / Vice President, Institutional Sales","Cyberdyne Tech Exchange Pte. Ltd.","Wholesale And Retail Trade","Manager","SGD 12,500 , SGD 17,500","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/director-senior-director-vice-president-institutional-sales-8959650?jobId=jobstreet-sg-job-8959650&sectionRank=1&token=0~3154fd66-36db-461e-88cb-43974ab3f4c5&fr=SRP%20Job%20Listing"
"382","Wholesale And Retail Trade","Managing Director/Chief Executive Officer","Sales Manager/ Director","Babel Asia Asset Management Private Limited","Wholesale And Retail Trade","Senior Manager","SGD 5,000 , SGD 10,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/sales-manager-director-8929742?jobId=jobstreet-sg-job-8929742&sectionRank=4&token=0~3154fd66-36db-461e-88cb-43974ab3f4c5&fr=SRP%20Job%20Listing"
"383","Wholesale And Retail Trade","Customer Service Manager","Assistant Operations Manager","F&N Foods Pte Ltd","Wholesale And Retail Trade","Junior Executive","SGD 4,000 , SGD 5,600","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/assistant-operations-manager-8910775?jobId=jobstreet-sg-job-8910775&sectionRank=9&token=0~e62f5561-5bc4-441c-b47a-5b23cf625c04&fr=SRP%20Job%20Listing"
"384","Wholesale And Retail Trade","Customer Service Manager","Sales Admin Cum Customer Service","Batu Networks Pte Ltd","Wholesale And Retail Trade","Junior Executive","SGD 2,500 , SGD 2,800","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/sales-admin-cum-customer-service-8991536?jobId=jobstreet-sg-job-8991536&sectionRank=24&token=0~e62f5561-5bc4-441c-b47a-5b23cf625c04&fr=SRP%20Job%20Listing"
"385","Wholesale And Retail Trade","Customer Service Manager","Manager","Aryamond","Wholesale And Retail Trade","Manager","SGD 4,000 , SGD 6,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","Full-Time","4 years","https://www.jobstreet.com.sg//en/job/manager-8983974?jobId=jobstreet-sg-job-8983974&sectionRank=32&token=0~87f18a1b-fa21-4bee-a244-fabfe67e06a6&fr=SRP%20Job%20Listing"
"386","Wholesale And Retail Trade","Business Development Manager","Key Account Manager - Otc","Unison Collaborative","Wholesale And Retail Trade","Manager","SGD 5,000 , SGD 7,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/key-account-manager-otc-8992105?jobId=jobstreet-sg-job-8992105&sectionRank=6&token=0~c806c248-84da-4b19-ba8e-479f7792f938&fr=SRP%20Job%20Listing"
"387","Wholesale And Retail Trade","Business Development Manager","Business Development Manager","Pure Interior Pte Ltd","Wholesale And Retail Trade","Manager","SGD 3,500 , SGD 4,000","Not Specified","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/business-development-manager-8984310?jobId=jobstreet-sg-job-8984310&sectionRank=8&token=0~c806c248-84da-4b19-ba8e-479f7792f938&fr=SRP%20Job%20Listing"
"388","Wholesale And Retail Trade","Business Development Manager","Sales Manager/ Director","Babel Asia Asset Management Private Limited","Wholesale And Retail Trade","Senior Manager","SGD 5,000 , SGD 10,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/sales-manager-director-8929742?jobId=jobstreet-sg-job-8929742&sectionRank=12&token=0~c806c248-84da-4b19-ba8e-479f7792f938&fr=SRP%20Job%20Listing"
"389","Wholesale And Retail Trade","Business Development Manager","Sales Manager","Company Confidential","Wholesale And Retail Trade","Manager","SGD 4,000 , SGD 5,600","Higher Secondary/Pre-U/'A' Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/sales-manager-8946123?jobId=jobstreet-sg-job-8946123&sectionRank=25&token=0~c806c248-84da-4b19-ba8e-479f7792f938&fr=SRP%20Job%20Listing"
"390","Wholesale And Retail Trade","Business Development Manager","Business Development Executive","Kumar Organic Products (S) Pte Ltd","Wholesale And Retail Trade","Senior Executive","SGD 3,000 , SGD 5,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/business-development-executive-8936842?jobId=jobstreet-sg-job-8936842&sectionRank=38&token=0~c2a36979-fbd1-481d-8461-04f5d3115881&fr=SRP%20Job%20Listing"
"391","Wholesale And Retail Trade","Business Development Manager","Head Of Asia Pacific Business Development","Tes-Amm (S) Pte Ltd","Wholesale And Retail Trade","Senior Manager","SGD 10,000 , SGD 18,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/head-of-asia-pacific-business-development-8908024?jobId=jobstreet-sg-job-8908024&sectionRank=75&token=0~dc67cdc0-375f-4476-a52d-6d823b8de58d&fr=SRP%20Job%20Listing"
"392","Wholesale And Retail Trade","Business Development Manager","Sales Executive","Ap Oil Pte Ltd","Wholesale And Retail Trade","Junior Executive","SGD 3,500 , SGD 4,500","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/sales-executive-8933403?jobId=jobstreet-sg-job-8933403&sectionRank=76&token=0~dc67cdc0-375f-4476-a52d-6d823b8de58d&fr=SRP%20Job%20Listing"
"393","Wholesale And Retail Trade","Business Development Manager","Sales Account Executive (India Market)","Fusion Trade Pte Ltd","Wholesale And Retail Trade","Junior Executive","SGD 3,400 , SGD 5,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/sales-account-executive-india-market-8932015?jobId=jobstreet-sg-job-8932015&sectionRank=78&token=0~dc67cdc0-375f-4476-a52d-6d823b8de58d&fr=SRP%20Job%20Listing"
"394","Wholesale And Retail Trade","Business Development Manager","Regional Sales Account Executive","Fusion Trade Pte Ltd","Wholesale And Retail Trade","Junior Executive","SGD 3,400 , SGD 5,500","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/regional-sales-account-executive-8932021?jobId=jobstreet-sg-job-8932021&sectionRank=81&token=0~dc67cdc0-375f-4476-a52d-6d823b8de58d&fr=SRP%20Job%20Listing"
"395","Wholesale And Retail Trade","Business Development Manager","Sales Manager (Regional &Amp; International) Market","Trd Consultancy Pte Ltd","Wholesale And Retail Trade","Manager","SGD 4,500 , SGD 6,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","Full-Time","4 years","https://www.jobstreet.com.sg//en/job/sales-manager-regional-international-market-8959559?jobId=jobstreet-sg-job-8959559&sectionRank=86&token=0~dc67cdc0-375f-4476-a52d-6d823b8de58d&fr=SRP%20Job%20Listing"
